Spółka,Kwartały,Wartość księgowa,Cena/WK,Zysk na akcję,Cena/Zysk,Przychód,Cena/Przychód,Zysk operacyjny,Cena/Zysk operacyjny,Wartość księgowa Grahama,Cena/Wartość księgowa Grahama,Wartość przedsiębiorstwa,Wartość przedsiębiorstwa/Przychody,Wartość przedsiębiorstwa/EBIT,Wartość przedsiębiorstwa/EBITDA,ROE,ROA,Marża zysku operacyjnego,Marża zysku netto,Marża zysku ze sprzedaży,Marża zysku brutto,Marża zysku brutto ze sprzedaży,Rentowność operacyjna aktywów,Udział zysku netto w przepływach operacyjnych,Wskaźnik źródeł finansowania inwestycji,Zadłużenie ogólne,Zadłużenie kapitału własnego,Zadłużenie długoterminowe,Zadłużenie środków trwałych,Pokrycie aktywów trwałych kapitałami stałymi,Trwałość struktury finansowania,Zastosowanie kapitału obcego,Wskaźnik ogólnej sytuacji finansowej,Zadłużenie netto,Zadłużenie netto / EBITDA,Zadłużenie finansowe netto,Zadłużenie finansowe netto / EBITDA,I stopień pokrycia,II stopień pokrycia,Płynność gotówkowa,Płynność szybka,Płynność bieżąca,Płynność podwyższona,Pokrycie zobowiązań należnościami,Udział kapitału pracującego w aktywach,Pokrycie kosztów kapitałem obrotowym,Rotacja należności,Cykl należności,Cykl zobowiązań,Rotacja zapasów,Cykl zapasów,Rotacja majątku obrotowego,Rotacja majątku trwałego,Rotacja majątku ogółem,Cykl operacyjny,Cykl konwersji gotówki
ACP,2019/Q3,69.22,0.74,4.05,12.60,125.06,0.41,11.48,4.45,-12.21,,69.86,0.56,3.78,6.09,5.85%,2.33%,9.18%,3.24%,9.39%,8.54%,21.66%,6.61%,25.66%,73.45%,0.45,1.12,0.47,0.57,0.94,0.59,1.19,0.76,4 438 100 000,2.89,1 561 300 000,1.02,0.64,0.94,0.51,1.43,1.46,0.54,0.81,0.12,0.23,3.61,101,121,75.84,5,1.97,1.24,0.76,106,-15
ACP,2019/Q4,69.43,0.92,3.88,16.39,128.52,0.50,11.76,5.41,-10.42,,76.94,0.60,3.96,6.54,5.59%,2.21%,9.15%,3.02%,9.26%,8.33%,21.57%,6.69%,21.47%,66.66%,0.45,1.15,0.48,0.55,0.96,0.58,1.15,0.75,4 268 600 000,2.65,1 102 900 000,0.68,0.65,0.96,0.56,1.46,1.49,0.61,0.78,0.13,0.24,3.56,102,124,73.20,5,1.96,1.23,0.75,107,-17
ACP,2020/Q1,71.77,0.81,3.91,14.84,134.15,0.43,12.07,4.81,-11.10,,70.96,0.53,3.54,5.88,5.45%,2.08%,9.00%,2.91%,9.10%,8.24%,21.38%,6.41%,21.17%,46.78%,0.47,1.22,0.52,0.51,0.98,0.58,1.15,0.74,4 533 800 000,2.73,1 075 300 000,0.65,0.64,0.98,0.63,1.49,1.52,0.66,0.76,0.14,0.27,3.69,99,125,72.79,5,1.96,1.25,0.76,104,-21
ACP,2020/Q2,69.46,0.95,4.09,16.14,137.90,0.48,12.97,5.09,-12.58,,80.09,0.58,3.80,6.18,5.89%,2.24%,9.40%,2.97%,9.55%,8.50%,21.46%,7.11%,18.64%,50.81%,0.46,1.22,0.56,0.49,0.98,0.59,1.17,0.74,4 474 800 000,2.56,1 169 400 000,0.67,0.63,0.98,0.65,1.53,1.57,0.67,0.79,0.14,0.26,3.75,97,124,71.00,5,1.94,1.26,0.77,102,-22
ACP,2020/Q3,70.42,0.99,4.24,16.39,140.31,0.50,13.43,5.18,-12.47,,83.62,0.60,3.85,6.23,6.02%,2.30%,9.57%,3.02%,9.64%,8.64%,21.43%,7.30%,19.23%,50.73%,0.46,1.21,0.54,0.49,0.97,0.59,1.17,0.74,4 596 300 000,2.55,1 171 600 000,0.65,0.63,0.97,0.62,1.51,1.55,0.63,0.81,0.14,0.25,3.78,97,123,67.12,5,1.93,1.28,0.77,102,-21
ACP,2020/Q4,72.82,0.94,4.84,14.06,146.87,0.46,14.64,4.65,-9.55,,75.34,0.51,3.25,5.15,6.65%,2.41%,9.97%,3.30%,10.11%,8.85%,21.86%,7.28%,20.50%,51.21%,0.46,1.28,0.52,0.52,0.94,0.55,1.11,0.69,4 664 600 000,2.43,601 300 000,0.31,0.62,0.94,0.63,1.46,1.51,0.67,0.73,0.14,0.26,3.84,95,123,62.51,6,1.93,1.30,0.78,101,-22
ACP,2021/Q1,74.62,0.91,5.09,13.28,151.93,0.45,15.52,4.36,-6.89,,76.67,0.50,3.18,4.94,6.82%,2.51%,10.22%,3.35%,10.34%,9.10%,21.97%,7.64%,24.68%,89.95%,0.45,1.23,0.49,0.54,0.94,0.55,1.08,0.68,4 680 400 000,2.34,753 200 000,0.38,0.63,0.94,0.59,1.49,1.53,0.64,0.78,0.15,0.27,3.86,95,122,58.17,6,1.94,1.33,0.79,101,-21
ACP,2021/Q2,72.20,1.07,5.63,13.71,159.18,0.48,16.07,4.80,-12.64,,91.63,0.58,3.69,5.70,7.79%,2.79%,10.10%,3.53%,10.20%,9.21%,22.25%,7.96%,27.85%,96.09%,0.46,1.30,0.53,0.50,0.91,0.55,1.16,0.69,5 173 500 000,2.51,1 201 600 000,0.58,0.60,0.91,0.54,1.42,1.46,0.56,0.78,0.13,0.22,3.86,95,122,57.55,6,1.98,1.36,0.81,101,-21
ACP,2021/Q3,74.57,1.17,5.98,14.65,165.98,0.53,16.96,5.17,-9.02,,101.46,0.61,3.93,5.98,8.02%,2.85%,10.22%,3.60%,10.29%,9.37%,22.54%,8.07%,29.87%,81.19%,0.46,1.31,0.52,0.49,0.93,0.54,1.10,0.67,5 162 800 000,2.41,1 150 300 000,0.54,0.61,0.93,0.56,1.47,1.51,0.60,0.80,0.14,0.25,3.81,96,124,58.29,6,1.96,1.39,0.81,102,-22
ALE,2017/Q4,10.12,,0.01,,1.91,,0.30,,-5.89,,,,,,0.07%,0.04%,15.74%,0.35%,20.26%,3.35%,30.48%,1.80%,1.31%,97.40%,0.40,0.65,0.61,0.04,1.02,0.97,9.05,5.72,5 397 047 000,8.37,4 429 222 000,6.87,0.63,1.02,0.97,1.72,1.74,1.00,0.72,0.02,0.35,6.28,58,80,158.06,2,2.61,0.12,0.11,60,-20
ALE,2018/Q4,10.41,,0.31,,2.27,,0.78,,-5.24,,,,,,3.00%,1.84%,34.19%,13.75%,38.46%,18.22%,52.63%,4.58%,29.60%,20.37%,0.39,0.63,0.58,0.03,1.05,0.97,4.97,3.30,4 905 221 000,4.47,3 938 682 000,3.59,0.67,1.05,1.66,2.38,2.40,1.67,0.71,0.05,1.30,5.82,63,88,113.92,3,1.72,0.15,0.13,66,-22
ALE,2019/Q4,7.67,,0.45,,2.98,,1.02,,-7.75,,,,,,5.87%,2.74%,34.18%,15.10%,38.10%,19.79%,49.94%,6.21%,31.40%,-108.34%,0.53,1.14,1.02,0.02,1.00,0.94,8.91,4.43,7 185 690 000,5.42,6 018 576 000,4.54,0.50,1.00,0.50,1.03,1.05,0.50,0.52,0.00,0.05,6.12,60,114,64.72,6,3.04,0.19,0.18,66,-48
ALE,2020/Q2,7.95,,0.56,,3.68,,1.19,,-7.38,,,,,,7.03%,3.36%,32.49%,15.20%,36.61%,20.13%,50.80%,7.17%,37.30%,35.18%,0.52,1.09,0.96,0.02,1.02,0.94,6.67,3.45,6 905 283 000,4.64,5 673 197 000,3.81,0.52,1.02,0.64,1.24,1.26,0.72,0.52,0.02,0.21,7.15,51,97,89.54,4,3.22,0.24,0.22,55,-42
ALE,2020/Q3,6.65,,0.27,,3.42,,0.97,,-6.28,,,,,,4.13%,1.94%,28.40%,8.02%,32.73%,13.08%,54.13%,6.86%,18.63%,28.51%,0.53,1.13,0.97,0.02,1.01,0.92,6.03,3.10,6 974 604 000,4.80,5 515 316 000,3.79,0.51,1.01,0.65,1.12,1.14,0.66,0.46,0.01,0.14,7.44,49,98,78.42,5,3.22,0.26,0.24,54,-44
ALE,2020/Q4,7.91,10.71,0.41,206.77,3.91,21.68,1.10,77.17,-5.00,,88.93,22.76,57.34,81.03,5.18%,2.77%,28.09%,10.48%,31.24%,15.43%,62.68%,7.41%,27.76%,21.83%,0.47,0.87,0.76,0.02,1.08,0.94,3.63,2.22,5 868 436 000,3.70,4 326 006 000,2.73,0.61,1.08,1.33,2.16,2.19,1.34,0.82,0.07,1.03,6.98,52,88,67.74,5,2.75,0.30,0.27,57,-31
ALE,2021/Q1,8.22,6.76,0.57,97.29,4.36,12.76,1.26,43.97,-4.66,,59.55,13.67,34.54,47.12,6.95%,3.77%,29.02%,13.11%,32.35%,18.71%,66.92%,8.35%,35.61%,17.09%,0.46,0.84,0.73,0.03,1.10,0.94,3.06,1.95,5 587 430 000,3.17,4 073 546 000,2.31,0.64,1.10,1.58,2.43,2.46,1.58,0.84,0.09,1.37,7.10,51,79,62.42,6,2.67,0.34,0.30,57,-22
ALE,2021/Q2,8.54,7.68,0.68,96.65,4.64,14.15,1.36,48.28,-4.42,,69.62,15.01,38.03,51.22,7.95%,4.41%,29.30%,14.64%,32.33%,20.35%,70.20%,8.83%,46.36%,19.88%,0.45,0.80,0.71,0.04,1.13,0.95,2.82,1.86,5 230 030 000,2.79,4 088 784 000,2.18,0.66,1.13,1.89,2.95,2.99,2.15,0.80,0.11,1.78,7.01,52,73,48.68,7,2.36,0.36,0.31,59,-14
ALE,2021/Q3,8.91,6.49,1.12,51.44,4.94,11.72,1.51,38.29,-4.15,,61.59,12.48,30.81,40.76,12.62%,7.10%,30.61%,22.78%,33.80%,28.33%,67.26%,9.53%,83.50%,22.28%,0.44,0.78,0.67,0.06,1.14,0.94,2.48,1.70,4 985 138 000,2.44,3 826 684 000,1.87,0.68,1.14,1.86,2.88,2.97,2.20,0.68,0.12,1.64,7.11,51,66,36.91,10,2.10,0.38,0.32,61,-5
ALR,2009/Q4,21.54,,-5.43,,6.25,,-6.65,,,,,,,,-25.19%,-4.33%,-106.35%,-86.81%,,,,-5.31%,-1 745.85%,,0.83,4.81,,,,,,,2 086 762 000,-6.96,,,,,,,,,,,,0.11,3 223,6 053,,,,,0.05,,
ALR,2010/Q4,19.51,,-2.08,,14.69,,-2.46,,,,,,,,-10.66%,-1.12%,-16.76%,-14.16%,,,,-1.32%,-21.84%,,0.90,8.55,,,,,,,5 319 986 000,-71.35,,,,,,,,,,,,0.13,2 869,4 142,,,,,0.08,,
ALR,2011/Q4,22.25,,3.04,,26.47,,3.32,,,,,,,,13.68%,0.98%,12.53%,11.50%,,,,1.07%,571.87%,42.06%,0.93,12.92,,,,,,,10 703 589 000,48.20,,,,,,,,,,,,0.12,3 100,3 963,,,,,0.09,,
ALR,2012/Q4,31.00,2.02,0.96,65.16,27.87,2.25,1.42,44.10,,,,,,,3.10%,0.29%,5.10%,3.45%,,,,0.43%,-16.33%,16.06%,0.91,9.75,,,,,,,13 685 703 000,84.02,,,,,,,,,,,,0.13,2 707,3 324,,,,,0.10,,
ALR,2013/Q1,31.61,2.20,0.82,85.04,29.01,2.40,1.26,54.98,,,,,,,2.59%,0.25%,4.36%,2.82%,,,,0.39%,-8.24%,88.70%,0.90,9.39,,,,,,,14 662 361 000,94.18,,,,,,,,,,,,0.13,2 810,3 442,,,,,0.10,,
ALR,2013/Q2,32.45,2.76,0.89,100.90,29.16,3.07,1.56,57.28,,,,,,,2.73%,0.25%,5.36%,3.04%,,,,0.44%,-10.49%,90.03%,0.91,10.06,,,,,,,16 324 634 000,94.12,,,,,,,,,,,,0.12,3 032,3 700,,,,,0.09,,
ALR,2013/Q3,32.54,2.76,1.05,85.26,30.42,2.96,1.85,48.62,,,,,,,3.24%,0.29%,6.08%,3.47%,,,,0.51%,-10.01%,-198.49%,0.91,10.17,,,,,,,17 132 377 000,88.97,,,,,,,,,,,,0.12,3 130,3 769,,,,,0.09,,
ALR,2013/Q4,31.24,2.61,3.26,25.00,28.51,2.86,3.79,21.47,,,,,,,10.43%,0.89%,13.31%,11.43%,,,,1.04%,467.10%,589.50%,0.91,10.69,,,,,,,18 666 096 000,54.81,,,,,,,,,,,,0.11,3 274,3 846,,,,,0.09,,
ALR,2014/Q1,38.86,2.26,3.60,24.37,29.04,3.02,4.19,20.91,,,,,,,9.26%,0.95%,14.44%,12.39%,,,,1.11%,157.26%,17.58%,0.90,8.76,,,,,,,19 342 200 000,52.35,,,,,,,,,,,,0.11,3 460,3 998,,,,,0.08,,
ALR,2014/Q2,40.35,2.06,3.59,23.12,30.23,2.75,4.17,19.93,,,,,,,8.90%,0.93%,13.78%,11.88%,,,,1.07%,111.58%,17.75%,0.90,8.61,,,,,,,20 175 583 000,54.70,,,,,,,,,,,,0.10,3 524,3 993,,,,,0.08,,
ALR,2014/Q3,41.72,2.04,4.22,20.15,32.21,2.64,4.92,17.27,,,,,,,10.11%,1.01%,15.27%,13.09%,,,,1.18%,-182.82%,22.14%,0.90,8.99,,,,,,,20 999 042 000,49.92,,,,,,,,,,,,0.10,3 498,3 956,,,,,0.08,,
ALR,2014/Q4,43.10,1.81,4.61,16.90,32.11,2.43,5.73,13.60,,,,,,,10.70%,1.07%,17.85%,14.37%,,,,1.33%,-106.53%,27.60%,0.90,9.01,,,,,,,22 865 105 000,47.98,,,,,,,,,,,,0.10,3 679,4 122,,,,,0.08,,
ALR,2015/Q1,45.93,1.81,4.78,17.44,32.43,2.57,5.99,13.91,,,,,,,10.40%,0.99%,18.47%,14.73%,,,,1.24%,-82.79%,,0.90,9.50,,,,,,,27 167 230 000,48.83,,,,,,,,,,,,0.10,3 777,4 250,,,,,0.08,,
ALR,2015/Q2,46.25,1.93,4.84,18.45,33.56,2.66,6.00,14.90,,,,,,,10.47%,0.96%,17.87%,14.42%,,,,1.19%,40.06%,26.27%,0.91,9.90,,,,,,,28 165 755 000,50.46,,,,,,,,,,,,0.09,3 900,4 438,,,,,0.07,,
ALR,2015/Q3,47.98,1.65,5.13,15.44,35.05,2.26,6.37,12.42,,,,,,,10.69%,0.99%,18.19%,14.64%,,,,1.24%,69.28%,40.04%,0.91,9.75,,,,,,,28 105 007 000,48.10,,,,,,,,,,,,0.09,3 975,4 523,,,,,0.07,,
ALR,2015/Q4,48.33,1.38,4.26,15.61,40.50,1.64,5.31,12.53,,,,,,,8.81%,0.77%,13.11%,10.51%,,,,0.96%,41.69%,32.91%,0.91,10.38,,,,,,,30 095 088 000,63.71,,,,,,,,,,,,0.10,3 653,4 183,,,,,0.08,,
ALR,2016/Q1,49.54,1.31,4.11,15.81,43.05,1.51,5.16,12.59,,,,,,,8.29%,0.71%,11.98%,9.54%,,,,0.89%,325.88%,-1 025.69%,0.91,10.67,,,,,,,31 390 436 000,74.87,,,,,,,,,,,,0.10,3 598,4 136,,,,,0.08,,
ALR,2016/Q2,44.88,1.16,2.26,23.10,25.61,2.04,2.96,17.65,,,,,,,5.04%,0.62%,11.56%,8.83%,,,,0.81%,-7.92%,-10.90%,0.88,7.11,,,,,,,31 607 105 000,73.76,,,,,,,,,,,,0.10,3 584,4 134,,,,,0.08,,
ALR,2016/Q3,45.47,1.02,2.23,20.80,26.86,1.73,2.98,15.56,,,,,,,4.91%,0.62%,11.11%,8.31%,,,,0.83%,-37.56%,-2.99%,0.87,6.93,,,,,,,32 706 240 000,74.71,,,,,,,,,,,,0.10,3 575,4 123,,,,,0.08,,
ALR,2016/Q4,47.99,1.13,4.78,11.33,27.30,1.98,5.35,10.13,,,,,,,9.97%,1.01%,19.59%,17.52%,,,,1.13%,-27.78%,427.60%,0.90,8.87,,,,,,,44 144 402 000,55.40,,,,,,,,,,,,0.09,3 933,4 534,,,,,0.07,,
ALR,2017/Q1,48.84,1.46,4.80,14.89,29.68,2.41,5.44,13.15,,,,,,,9.83%,1.03%,18.31%,16.17%,,,,1.16%,-112.51%,35.63%,0.90,8.57,,,,,,,45 420 882 000,54.88,,,,,,,,,,,,0.09,3 990,4 544,,,,,0.07,,
ALR,2017/Q2,49.43,1.25,4.94,12.50,31.42,1.97,5.66,10.90,,,,,,,10.00%,1.03%,18.03%,15.73%,,,,1.18%,24.19%,23.12%,0.90,8.68,,,,,,,46 180 505 000,52.65,,,,,,,,,,,,0.09,4 092,4 612,,,,,0.07,,
ALR,2017/Q3,51.12,1.34,5.74,11.94,33.36,2.05,6.80,10.07,,,,,,,11.22%,1.14%,20.38%,17.20%,,,,1.35%,-500.34%,35.15%,0.90,8.84,,,,,,,47 290 766 000,44.61,,,,,,,,,,,,0.09,4 176,4 718,,,,,0.07,,
ALR,2017/Q4,52.31,1.52,3.99,19.95,34.26,2.32,5.70,13.95,,,,,,,7.62%,0.74%,16.63%,11.63%,,,,1.06%,-89.42%,186.89%,0.90,9.28,,,,,,,48 123 771 000,52.67,,,,,,,,,,,,0.09,4 160,4 753,,,,,0.07,,
ALR,2018/Q1,47.65,1.54,4.67,15.74,34.57,2.13,6.58,11.18,,,,,,,9.81%,0.86%,19.02%,13.51%,,,,1.21%,-121.33%,80.65%,0.91,10.45,,,,,,,49 524 512 000,48.24,,,,,,,,,,,,0.09,4 199,4 920,,,,,0.07,,
ALR,2018/Q2,48.57,1.38,5.31,12.60,35.26,1.90,7.47,8.96,,,,,,,10.94%,0.98%,21.18%,15.06%,,,,1.38%,-51.61%,-39.90%,0.91,10.13,,,,,,,49 840 470 000,43.34,,,,,,,,,,,,0.09,4 152,4 954,,,,,0.07,,
ALR,2018/Q3,49.76,1.27,5.18,12.16,35.98,1.75,7.34,8.59,,,,,,,10.41%,0.95%,20.40%,14.40%,,,,1.34%,-278 167.90%,26.67%,0.91,9.99,,,,,,,50 566 197 000,45.18,,,,,,,,,,,,0.09,4 132,4 979,,,,,0.07,,
ALR,2018/Q4,49.68,1.07,5.46,9.73,36.63,1.45,7.57,7.02,,,,,,,11.00%,0.97%,20.67%,14.92%,,,,1.35%,94.17%,30.47%,0.91,10.32,,,,,,,51 567 361 000,44.35,,,,,,,,,,,,0.09,4 109,4 969,,,,,0.07,,
ALR,2019/Q1,50.10,1.19,4.95,12.08,37.68,1.59,7.22,8.28,,,,,,,9.87%,0.87%,19.15%,13.13%,,,,1.26%,-343.52%,-75.73%,0.91,10.41,,,,,,,52 729 822 000,47.46,,,,,,,,,,,,0.09,4 053,4 899,,,,,0.07,,
ALR,2019/Q2,50.97,0.98,3.92,12.72,38.29,1.30,5.09,9.79,,,,,,,7.68%,0.66%,13.29%,10.23%,,,,0.86%,68.52%,37.88%,0.91,10.58,,,,,,,54 507 876 000,62.37,,,,,,,,,,,,0.09,4 067,4 935,,,,,0.07,,
ALR,2019/Q3,51.93,0.75,3.47,11.18,39.77,0.98,5.25,7.40,,,,,,,6.69%,0.59%,13.20%,8.73%,,,,0.89%,-51.63%,-21.50%,0.91,10.36,,,,,,,56 550 104 000,62.09,,,,,,,,,,,,0.09,4 008,4 844,,,,,0.07,,
ALR,2019/Q4,51.77,0.55,1.94,14.81,40.02,0.72,3.79,7.56,,,,,,,3.74%,0.33%,9.48%,4.84%,,,,0.65%,-83.67%,-26.56%,0.91,10.35,,,,,,,52 798 968 000,71.07,,,,,,,,,,,,0.09,4 004,4 867,,,,,0.07,,
ALR,2020/Q1,52.26,0.25,1.70,7.55,39.59,0.33,3.30,3.90,,,,,,,3.26%,0.29%,8.35%,4.31%,,,,0.56%,30.31%,31.12%,0.91,10.22,,,,,,,53 531 466 000,76.22,,,,,,,,,,,,0.09,4 063,4 948,,,,,0.07,,
ALR,2020/Q2,48.77,0.33,-3.20,,38.72,0.42,-1.54,,,,,,,,-6.57%,-0.54%,-3.98%,-8.28%,,,,-0.26%,45.14%,-7.02%,0.92,11.20,,,,,,,53 419 215 000,1 174.59,,,,,,,,,,,,0.09,4 125,5 076,,,,,0.07,,
ALR,2020/Q3,49.52,0.27,-3.46,,36.49,0.37,-2.54,,,,,,,,-6.98%,-0.58%,-6.95%,-9.48%,,,,-0.43%,-104.12%,66.43%,0.92,11.02,,,,,,,54 552 597 000,-1 490.83,,,,,,,,,,,,0.08,4 313,5 405,,,,,0.06,,
ALR,2020/Q4,50.24,0.34,-2.38,,34.84,0.49,-1.58,,,,,,,,-4.74%,-0.40%,-4.54%,-6.84%,,,,-0.26%,-22.62%,12.86%,0.92,10.99,,,,,,,53 877 857 000,663.46,,,,,,,,,,,,0.08,4 531,5 704,,,,,0.06,,
ALR,2021/Q1,50.14,0.46,-2.12,,33.54,0.69,-1.20,,,,,,,,-4.22%,-0.35%,-3.58%,-6.31%,,,,-0.20%,-40.24%,45.41%,0.92,11.20,,,,,,,53 803 677 000,427.34,,,,,,,,,,,,0.08,4 704,6 001,,,,,0.06,,
ALR,2021/Q2,50.42,0.66,3.32,10.03,32.87,1.01,5.20,6.41,,,,,,,6.59%,0.55%,15.82%,10.11%,,,,0.86%,42.78%,31.13%,0.92,11.01,,,,,,,54 378 720 000,56.68,,,,,,,,,,,,0.08,4 834,6 148,,,,,0.05,,
ALR,2021/Q3,50.56,0.85,3.85,11.17,33.02,1.30,5.77,7.45,,,,,,,7.61%,0.64%,17.48%,11.66%,,,,0.96%,88.90%,106.11%,0.92,10.85,,,,,,,55 483 477 000,56.27,,,,,,,,,,,,0.08,4 857,6 126,,,,,0.05,,
CCC,2004/Q4,3.27,2.92,0.54,17.68,7.24,1.32,0.77,12.35,2.08,4.60,9.32,1.29,11.16,12.05,16.49%,11.42%,10.68%,7.46%,11.34%,9.10%,30.35%,16.34%,-1 554.95%,13.53%,0.31,0.44,0.09,4.13,2.97,0.75,0.41,1.13,25 764 000,0.80,-8 948 000,-0.28,2.73,2.97,0.67,1.56,3.01,0.67,0.89,0.50,0.47,6.95,53,59,2.96,123,2.05,6.04,1.53,176,117
CCC,2005/Q4,4.39,7.10,1.14,27.33,8.62,3.62,1.43,21.84,2.86,10.91,30.35,3.52,19.83,21.24,25.98%,21.44%,16.58%,13.25%,16.44%,16.51%,44.01%,26.83%,95.33%,88.54%,0.18,0.21,0.00,74.42,2.88,0.83,0.25,0.70,2 856 000,0.05,-32 817 000,-0.56,2.86,2.88,0.94,1.69,4.16,0.94,0.75,0.54,0.61,8.64,42,46,2.02,181,2.32,6.17,1.68,223,177
CCC,2006/Q1,4.49,8.44,1.11,34.15,8.76,4.32,1.36,27.91,2.73,13.86,38.41,4.38,26.10,28.29,24.72%,19.59%,15.49%,12.66%,15.15%,15.45%,43.67%,23.96%,172.71%,529.02%,0.21,0.26,0.00,79.87,2.57,0.80,0.30,0.77,42 461 000,0.75,19 755 000,0.35,2.56,2.57,0.06,1.11,3.38,0.06,1.04,0.49,0.57,9.62,38,42,2.03,180,2.39,5.77,1.69,218,176
CCC,2006/Q2,4.12,10.16,1.40,30.02,9.44,4.44,1.65,25.34,2.44,17.21,42.41,4.49,23.89,25.65,33.84%,24.58%,17.51%,14.78%,16.60%,17.83%,44.92%,29.12%,148.58%,104.07%,0.27,0.38,0.01,55.02,2.46,0.73,0.39,0.95,53 613 000,0.79,19 770 000,0.29,2.44,2.46,0.10,0.87,2.62,0.10,0.76,0.43,0.49,9.44,39,44,2.08,175,2.47,5.90,1.74,214,170
CCC,2006/Q3,4.36,10.55,1.41,32.62,9.86,4.67,1.63,28.17,2.50,18.39,46.94,4.76,26.63,28.75,32.34%,22.11%,16.56%,14.30%,15.57%,16.94%,45.13%,25.60%,193.87%,93.30%,0.32,0.46,0.01,62.57,2.36,0.69,0.45,1.05,70 288 000,1.04,36 243 000,0.54,2.35,2.36,0.09,0.87,2.27,0.09,0.77,0.40,0.48,8.61,42,52,2.09,174,2.43,5.77,1.71,216,164
CCC,2006/Q4,4.78,10.47,1.39,36.08,10.44,4.79,1.62,30.95,2.49,20.06,50.33,4.82,28.66,31.15,29.01%,22.09%,15.48%,13.28%,15.39%,16.17%,45.32%,25.76%,260.65%,-25 492.55%,0.24,0.31,0.02,19.97,2.14,0.78,0.38,0.78,46 056 000,0.68,12 750 000,0.19,2.09,2.14,0.17,0.96,2.88,0.21,0.75,0.42,0.47,8.45,43,53,2.13,172,2.54,5.50,1.74,215,162
CCC,2007/Q1,5.07,11.30,1.56,36.63,11.38,5.03,1.90,30.18,2.63,21.79,58.81,5.17,28.65,30.97,30.86%,19.89%,16.68%,13.74%,16.66%,16.94%,46.65%,24.15%,254.18%,38.22%,0.36,0.55,0.02,21.05,2.12,0.66,0.52,1.07,95 975 000,1.22,57 956 000,0.74,2.08,2.12,0.09,0.73,2.02,0.11,0.62,0.35,0.46,8.45,43,61,2.10,174,2.54,5.50,1.74,217,156
CCC,2007/Q2,4.52,17.24,1.39,56.19,12.08,6.45,1.87,41.71,1.51,51.47,78.70,6.51,38.58,42.11,30.69%,17.53%,15.47%,11.48%,16.48%,14.08%,48.26%,23.62%,112.90%,81.08%,0.43,0.75,0.01,52.00,1.52,0.58,0.69,1.04,112 086 000,1.43,28 734 000,0.37,1.50,1.52,0.14,0.74,1.47,0.14,0.60,0.20,0.26,7.78,47,71,2.20,166,2.57,5.04,1.70,213,142
CCC,2007/Q3,4.73,13.83,1.37,47.78,13.05,5.01,1.87,34.88,1.61,40.54,67.27,5.15,32.54,35.88,28.94%,16.18%,14.37%,10.49%,15.74%,12.83%,49.11%,22.16%,122.48%,95.81%,0.44,0.79,0.01,53.44,1.54,0.57,0.70,1.06,134 464 000,1.69,71 729 000,0.90,1.52,1.54,0.06,0.64,1.45,0.06,0.58,0.20,0.26,7.68,48,77,2.30,159,2.65,4.81,1.71,207,130
CCC,2007/Q4,5.02,8.96,1.24,36.26,14.18,3.17,1.65,27.32,1.63,27.58,46.85,3.30,24.86,28.45,24.71%,14.74%,11.62%,8.75%,15.21%,10.71%,51.18%,19.57%,156.05%,96.07%,0.40,0.68,0.01,105.70,1.49,0.60,0.68,1.00,119 521 000,1.65,71 179 000,0.98,1.48,1.49,0.08,0.55,1.49,0.08,0.47,0.20,0.25,7.74,47,84,2.29,159,2.74,4.75,1.74,206,122
CCC,2008/Q1,5.42,8.34,1.40,32.28,15.08,3.00,1.77,25.60,1.85,24.43,48.27,3.20,23.80,27.34,25.82%,12.63%,11.71%,9.28%,15.00%,10.76%,51.66%,15.92%,165.84%,99.37%,0.51,1.05,0.01,90.86,1.53,0.49,0.75,1.14,207 992 000,2.67,118 190 000,1.52,1.52,1.53,0.04,0.59,1.34,0.04,0.55,0.17,0.27,6.87,53,97,2.28,160,2.65,4.61,1.68,213,116
CCC,2008/Q2,6.27,6.30,1.78,22.23,16.32,2.42,2.21,17.89,2.32,17.01,42.21,2.59,16.86,19.12,28.35%,14.82%,13.53%,10.89%,16.30%,13.11%,53.14%,18.42%,659.36%,124.48%,0.48,0.91,0.08,7.25,1.72,0.57,0.71,1.13,209 580 000,2.18,104 190 000,1.08,1.59,1.72,0.05,0.57,1.55,0.05,0.52,0.24,0.39,6.88,53,100,1.98,184,2.52,4.65,1.63,237,137
CCC,2008/Q3,7.08,5.65,2.27,17.63,18.16,2.20,2.84,14.10,3.00,13.32,43.01,2.37,13.66,15.17,32.05%,17.65%,15.61%,12.49%,18.17%,15.06%,53.52%,22.06%,386.89%,93.02%,0.45,0.82,0.07,8.46,1.85,0.59,0.66,1.14,209 710 000,1.73,115 466 000,0.96,1.74,1.85,0.06,0.60,1.65,0.06,0.54,0.27,0.43,7.10,51,98,1.87,195,2.47,4.85,1.64,246,148
CCC,2008/Q4,7.69,4.75,2.67,13.68,19.64,1.86,3.44,10.62,2.88,12.67,38.93,1.98,10.31,11.33,34.71%,20.84%,17.49%,13.58%,17.33%,16.20%,53.74%,26.83%,235.22%,92.81%,0.40,0.67,0.05,12.82,1.67,0.63,0.64,1.02,181 082 000,1.25,93 278 000,0.64,1.60,1.67,0.08,0.57,1.68,0.08,0.34,0.25,0.37,7.66,48,97,1.81,202,2.43,4.79,1.61,250,153
